case_id,status,num_boundary_files,export_txt,saved_mph,time_seconds,message
073,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_073.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_073.mph,7.20,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
074,OK,9,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_074.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_074.mph,8.17,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 14], spf=[1, 3, 4, 14] -> final=[1, 3, 14]; read_mode=api"
075,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_075.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_075.mph,7.78,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
076,OK,6,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_076.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_076.mph,8.22,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
077,OK,8,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_077.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_077.mph,7.93,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
078,OK,1,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_078.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_078.mph,6.51,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 6], spf=[1, 3, 4, 6] -> final=[1, 3, 6]; read_mode=api"
079,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_079.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_079.mph,7.37,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 7], spf=[1, 3, 4, 7] -> final=[1, 3, 7]; read_mode=api"
080,OK,5,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_080.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_080.mph,9.04,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 10], spf=[1, 3, 4, 10] -> final=[1, 3, 10]; read_mode=api"
081,OK,5,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_081.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_081.mph,7.32,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
082,OK,4,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_082.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_082.mph,6.54,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 9], spf=[1, 3, 4, 9] -> final=[1, 3, 9]; read_mode=api"
083,OK,9,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_083.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_083.mph,8.32,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
084,OK,3,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_084.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_084.mph,8.49,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 8, 9], spf=[1, 3, 4, 8, 9] -> final=[1, 3, 9]; read_mode=api"
085,OK,10,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_085.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_085.mph,9.23,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
086,OK,11,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_086.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_086.mph,9.41,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
087,OK,1,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_087.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_087.mph,5.68,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 6], spf=[1, 3, 4, 6] -> final=[1, 3, 6]; read_mode=api"
088,OK,5,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_088.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_088.mph,7.66,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 10], spf=[1, 3, 4, 10] -> final=[1, 3, 10]; read_mode=api"
089,OK,4,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_089.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_089.mph,7.60,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
090,OK,6,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_090.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_090.mph,7.94,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 11], spf=[1, 3, 4, 11] -> final=[1, 3, 11]; read_mode=api"
091,OK,10,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_091.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_091.mph,10.29,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
092,OK,6,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_092.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_092.mph,10.34,"完成；domain_action=FIXED；需要修正：mat2=[1, 3, 4, 11], spf=[1, 3, 4, 11] -> final=[1, 3, 11]; read_mode=api"
093,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_093.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_093.mph,6.22,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
094,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_094.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_094.mph,5.82,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
095,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_095.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_095.mph,8.28,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
096,OK,9,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_096.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_096.mph,8.96,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
097,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_097.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_097.mph,8.23,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
098,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_098.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_098.mph,7.98,完成；domain_action=OK；当前 mat2/spf 域选择正确，无需修正; read_mode=api
099,OK,2,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\模型结构导入comsol仿真温度场_099.txt,D:\Diff_Topo\开源\topodiff-Evaluate\3批量导入comsol再仿真\再仿真温度场\mph\模型结构导入comsol再仿真_099.mph,9.05,"完成；domain_action=FIXED；需要修正：mat2=[1, 2, 3, 6], spf=[1, 2, 3, 6] -> final=[1, 3, 6]; read_mode=api"
